id,requirement,defect,weak_word
1643,The BMS shall detect a short to ground.,ok,short
1644,"Circuit continuity checks shall include separate fault codes for short to ground, short to power, and open circuit.",ok,short
1645,"All sensors shall have electrical circuit checks (short to battery, short to ground, open circuit), signal out of range high or low (signal is in the physical range, but the signal value is not a reasonable / acceptable operating range), and signal plausibility (signal stuck, signal bias / shifted).",ok,short
1646,Full diagnostic capability is expected to be supported (open circuit diagnostics continously and short to battery / short to ground at initialization) for the AHR output.,ok,short
1647,"All pins (D+, D-, VBus, GND) have to be permanently protected at least against short-circuit to GND and short to USB VBusmax.",ok,short
1648,"Multiple route calculation, i.e. several routes shall be calculated in parallel, for short, fast, dynamical, and economical route with the possibility to avoid specific street classes (e.g. freeway, vignette, toll, ferries, car carrying trains, tunnel, high-occupancy vehicle, unpaved, controlled access, express lanes...) and under consideration of the current time and day.",ok,short
1649,After starting a short distance route calculation (e.g. within 50 km) the route guidance (incl. ADRs & map display in all zoom-levels) shall be available within 1 s.,ok,short
1650,Most keys shall have short and long press functionality.,ok,short
1651,"In the case of an IPE failure AND loss of coolant, the maximum operation time will be significantly reduced due to the additional IGBT losses associated with a 3-phase short.",ok,short
1652,Therefore the appropriate fault reaction is a three phase short using all the IGBTs located on the same side as the faulted IGBT.,ok,short
1653,Max peak phase current during three phase short can be very high: TBD A for 2 milliseconds,ok,short
1654,"SDCMD0 and SDCMD1 provide information to the FPGA to apply a three phase short upper, three phase short lower, or a six switch open, as specified in the software requirements.",ok,short
1655,The EDS shall set the inverter into three phase short.,ok,short
1656,"Pressing the panic button of the key for T greater than or equal to 1 second will start the panic alarm, shortly pressing the button (T less than 1 second) stops the alarm.",ok,short
1657,VC exchanges data as shortly described in the following.,ok,short
1658,A component Dedicated Short Range Communication (DSRC) is used for the Japanese market and is connected to the Headunit via USB.,ok,short
1659,"For the implementation of DSRC functionalities on the Telematic5@Star1 HU, the contractor shall consider the contents of ""Feature List Telematic5.STAR1 HU High Dedicated Short Range Communication"" [RD 3539].",ok,short
1660,Description: Temperature sensor of the female contact has an Short Circuit to Ground.,ok,short
1661,Status-Based: A Short Circuit has been detected on the PRX Line.,ok,short
1662,"However, a Three Phase Short has to be applied at higher speed in order to prevent the motor from entering Uncontrolled Generator Mode (UCG) and to cut off the uncontrolled power flow into the dc-link.",ok,short
1663,The Three Phase Short shall always be applied through the lower IGBTs in case upper and lower IGBTs report a collector-emitter voltage saturation fault at the same time.,ok,short
1664,DZ12: Short Circuit Fuses of the battery (R100; GB / T18384),ok,short
1665,"3. Settings for the camera features e.g. Image Brightness, Service, Short Range Camera Object Detection, Parking Mode, Activation by Reverse Gear.",ok,short
1666,The algorithm shall calculate the accuracy less than 1.0° for a valid alignment with an accuracy of less than 0.3° at a short as possible driving distance (less than 500m).,ok,short
1667,"On the object interface the provided yaw-rate value is signaled ""default"" sometimes for a short period, typically less than 1 second. The sensor-cluster performs a self-test during this time.",ok,short
1668,"For the implementation of DSRC functionalities on the Telematic5@Star1 HU, the contractor shall consider the contents of ""Feature List Telematic5.STAR1 HU High Dedicated Short Range Communication"" [RD 3539].",ok,short
1669,"For details on short and long pushing and pressing see ""Feature List Telematic5STAR1 HU Entry Main"" [RD3582].",ok,short
1670,"The GPS-Receiver shall offer autonomous aid for ephemeris prediction, leading to shorter ""time to first fix warm"" values of 15 s",ok,short
1671,The connectivity must be on the short side: 170 millimetres x 54 millimetres.,ok,short
1672,The connector shall either be placed on the long side of the housing (30 millimetres x 120 millimetres) or on the short side of the housing (30 millimetres x 100 millimetres).,ok,short
1673,"For every possible error (open load, short, ...) a description is provided by the contractor how the monitoring is realized in hardware and software.",ok,short
1674,The extent of the short Test is defined by OEM.,ok,short
1675,For the component of the auxiliaries the maximum temperature is 85°C for a long time and 125°C for a short time for maximum 30 minutes.,ok,short
1676,"Although there might be ambient temperatures of up to 85°C, those temperature periods only lasts for a short time periode of up to 1 to 2 hours.",ok,short
1677,"E.g. a shorter button press of 90 milliseconds during the 100 milliseconds cycle is also transferred, for example.",ok,short
1678,The function of all integrated components shall not be negatively influenced by the air stream (short term and long term).,ok,short
1679,System reaction after parking time greater than or equal to 5 minutes but shorter than T_STANDBY:,ok,short
1680,"In terms of using belt microphones, VoiceScarf leads to enhancements: The distance between mouth and belt microphones is significantly shorter than between mouth and handsfree microphones inside the rear view mirror, resulting in an increase of signal-to-noise ratio.",ok,short
1681,Immediate diagnostics readiness of all control modules shorter than 1 second after start or switch-on ignition shall be guaranteed (at least inquiry of part number).,ok,short
1682,If the parking time is shorter than 5 seconds then BCDChargeBalanceSt equal 0 else,ok,short
1683,Else if the parking time is shorter than 5 seconds then BCDChargeBalanceSt equal 0,ok,short
1684,"If the button press is shorter than the LIN cycle time, the signal is to be set to `` TRUE '' for one communication cycle.",ok,short
1685,System reaction after parking time greater than or equal to 5 minutes but shorter than T_STANDBY:,ok,short
1686,"If bad wheather conditions or a visual range shorter than 20 meters do not allow a valid measurement for all sample points, the SMPC shall deliver only valid measurements.",ok,short
1687,The IDC shall send the DTR+ trace instead of the DTR+Q lateral guidance trajectory in situations in which the steering angle is greater a specific value or the quality of the lateral guidance is not sufficient or the range of sight is shorter than a specific value.,ok,short
1688,Test pulse duration shall be as short as possible (but long enough to allow safe error detection by the hardware).,ok,short
1689,"Lifetime assurance test of 2 cells (with regard to highest possible deloading current) under the following conditions (Test Number equal az1, Art equal cyclic, Deloading Current equal 15,5C, Mean Energy Level equal 31Wh (55%-SOC EOL), Energy deloaded per cycle equal 50,8Wh (90%-SOC EOL) ,Current Pulse time equal 20 seconds, Current break time equal as short as possible (depending on temperature regeneration), Daily operational time equal 4,5h)",ok,short
1690,Short disturbing signals (<10 milliseconds) on the VIN control pulse must be suppressed by filtering.,ok,short
1691,Short disturbing signals (<10µs) on the Vin control pulse must be suppressed by filtering.,ok,short
1692,"Short time rating (buck mode), 2 seconds:",ok,short
1693,Short form of PEB 2 in this requirements specifications is PEB.,ok,short
1694,The application software e.g. path prediction has to check if calculation could be done without a value e.g. for a short time or not.,defect,short
1695,This fault filter could delay or suppress the occurrence of a fault in the fault memory if the component is interfered by the fault only for a short time with no critical results to the system function.,defect,short
1696,"The component shall have algorithms to verify the maximum azimuth / elevation alignment deviation after power on within a very short time and driving distance, independently from driving conditions.",defect,short
1697,"To avoid the EOL alignment mode the component shall have the oportunity to be aligned within a very short time of driving, mostly indepentenly of driving conditions for an alignment of the component.",defect,short
1698,The component shall have algorithms to adjust azimuth and elevation alignment within a short time and distance of driving.,defect,short
1699,In service alignment mode the component shall be aligned during a short test drive in city conditions as well as driving on highways with no guardrails etc.,defect,short
1700,The USV shall provide a signal to the measurement tool to power down after ignition is switched off and in case the program has to power down the complete system after a short delay.,defect,short
1701,"After ignition on or after a reset, the component signalizes for a short time the signal state SNA until the component works in the usual system cycle and is able to read NVM data.",defect,short
1702,The dedicated short range communication application is an information agent for road and traffic conditions.,defect,short
1703,After detection of tG the recharging thresholds of IP and IS have to be activated and realized as short as possible to assure fast follow-on ignitions.,defect,short
1704,"For a transferation time as short as possible from the flashware to the control unit, the following protol parameters have to be supported:",defect,short
1705,"A short signal problem on the crank signal that could lead to a short switching from crank signal to cam signal does not have to raise a visible fault, but every permanent fault reaction (e.g. a permanent limp-home mode) has to set a fault.",defect,short
1706,The automatic gear must additionally be tested with a short test.,defect,short
1707,It starts the engine if the ignition key has only been activated for a very short period of time.,defect,short
1708,For Pulse Start an applicable period of time has to be implemented because very short signal interferences can lead to an engine start.,defect,short
1709,"In general, 2 starts per minute are allowed but for a short time period more starts have to be possible.",defect,short
1710,The only visible part is the LV connector with a short distance of cable.,defect,short
1711,Note: If this is only necessary for the certificate update process the charge break can be as short as possible to trigger a new SCC communication setup.,defect,short
1712,The OBC shall monitor its inrush current for being too short.,defect,short
1713,Description: The precharging time for the on-board charger is too short.,defect,short
1714,The OBC shall Monitor the inrush sequence for being too short.,defect,short
1715,Description: The precharging time of the high-voltage on-board electrical system is too short.,defect,short
1716,Description: Lower voltage threshold for the precharging time of the hybrid system is too short.,defect,short
1717,The OBC output circuitry shall provide a short overcurrent capability matching at least the current-time characteristic of its HVDC output fuse.,defect,short
1718,During starting (cranking of the engine) the battery voltage will drop to a low level for a short period of time and then rise slightly.,defect,short
1719,During startup a shorter filtering time constant is required.,defect,short
1720,A previous alarm activation is indicated by means of a short horn chirp.,defect,short
1721,"This includes: No triangle may have an inner angle of less than five degree, no short wire elements may be present.",defect,short
1722,"For calibration tasks, the SVS ECU is allowed to leave the camera cover opened for a short time until the tasks are finished",defect,short
1723,"Program `` PowerNap '' allows the user to execute a short nap in a convenient way, by combining several supporting functions into one program.",defect,short
1724,"Depending on the settings of Program `` Activation '', a short instruction video may be played at the beginning of this program.",defect,short
1725,"The ARC shall use an infrared filter wich is open for a short waveband to improve night performance, using the vehicles infrared headlights.",defect,short
1726,Example: the heater control only works if the engine is running (PT_ready or similar signal).,ok,similar
1727,"When entering a curve, in S-curves and similar scenarios the commonly used clothoid model representing the road geometry is limited to the vicinity of the vehicle.",ok,similar
1728,The supplier has therefore to investigate carefully the behavior of the display during HU reset and similar conditions and discuss the results with the responsibles of the OEM during development.,ok,similar
1729,- ``defect susceptibility of the test object or similar test objects in the past and in the course of the project.'',ok,similar
1730,Vacuum hose fittings or similar pipes shall be securely retained in the throttle body upon application of the minimum extraction force.,ok,similar
1731,"SCC shall use esl_initFIPS186, esl_stirFIPS186 and esl_getBytesFIPS186 or similar alternative functions to generate a random number of approrpriate length.",ok,similar
1732,The electrical design of the component shall ensure that voltages up to 500 V (non-normal operation) at PILOT pin do not cause severe damages to the component so that fire hazards or similar threats for the vehicle cannot occur.,ok,similar
1733,"The BMC shall provide a real time clock or similar equipment to ensure the calculation of self-discharge, control balancing and serve for diagnostic reasons.",ok,similar
1734,"The component shall provide hardware acceleration for 2D and 3D graphics as well as video playback and for other graphical features like usage of Flash, Silverlight or similar tools.",ok,similar
1735,The ARC shall be mounted incudling a lens hood or similar additions to reduce reflexions occured at the windshield in the field of view as effectively as possible within the given package situation and design requirements.,ok,similar
1736,All TV amplifiers without automatic gain control have also be checked similarly.,defect,similar
1737,"Process step: Non functional sample with housing, connector including connector-pins, weight and dimensions similar to B0/1-Sample.",ok,similar
1738,The sensor shall separate objects with similar RCS values (for example 2 cars) with equal velocity (velocity difference less than or equal to 0.5m / s) in a distance of 30 meters when the two objects are more or equal than 1 meter apart from each other.,ok,similar
1739,The DanTe workflow shall be similar to this:,ok,similar
1740,Data label similar to the BR 204 data plates.,ok,similar
1741,"5. Playback Control: For multiple simultaneous users, the player application provides the standard playback controls (like browsing playlists, playback, pause, skip track, seek within track, etc.) and advanced controls like ``auto-playback'' (when a new source becomes available), ``auto-pause'' (when receiving a phone call), ``playtime last mode'' (for resuming the playback of audiobooks) or ``play similar'' (playing songs of the same genre, style, etc.).",ok,similar
1742,"4. Navitainment: Provides entertaining information derived from navigation data such as a multi-screen drive show (similar to in-flight entertainment offered on airplanes), a customizable route flight feature giving a quick preview of the currently planned trip.",ok,similar
1743,The packaging shall be similar in size of the current update media (DVD Case).,ok,similar
1744,Volume differences between different sources shall be minimized (similar to ``Dolby Volume'').,ok,similar
1745,2. A cable layout similar to the C209 test fleet is only permitted for the two initial ATG vehicles after 06/2006 (B0 sample EM) and not for additional vehicles.,ok,similar
1746,"The contractor must rule out confusion, incorrect assembly (right/left, rotated by 180°, parts with similar geometry, etc.), incorrect behavior during assembly via corresponding design features (Design for Manufacturing) (see graphic for visualization).",ok,similar
1747,The process takes place in a similar way to the function ``Activate Deck Lid Monitoring''.,ok,similar
1748,"With M:ITS SlaveEnable greater than or equal to 2, function execution takes place in a similar way to the function ``ITS Set Sensitivity''",ok,similar
1749,The process takes place in a similar way to the ``Activate Door Contact'' function.,ok,similar
1750,"Function execution with precondition, function trigger, etc., is carried out similar to the function ``ITS Deselection''",ok,similar
1751,"Function execution with precondition, function trigger, etc., is carried out similar to the function ``ITS Deselection Acknowledge'', instead of flashing the LED is switched on for 2 seconds.",ok,similar
1752,The function occurs similar to the function ``Suspend Reason Deck Lid Remote Open''.,ok,similar
1753,Except alarm delay the function is similar to the function ``Door Contact XY Alarm Triggering'',ok,similar
1754,The function is similar to the function ``Door Contact XY Alarm Triggering'',ok,similar
1755,"If a screw with the requested tolerances is not available, the supplier has to propose a screw whose tolerances are as similar as possible to the ones listed above.",ok,similar
1756,- thick dashed line (similar to The separation of a highway exit),ok,similar
1757,- thick solid line (similar to The separation of The parking lane),ok,similar
1758,"If a windscreen compensation to fulfill AGMR-1190 is needed, maybe a compensation similar to the (S) MPC specification in FKT_CB-252 could be used.",ok,similar
1759,Pending coordination with the supplier OEMMLER is authorized to inspect the capabilities of the supplier through audits (e.g. VDA 6.3 Audit) or procedures similar to audits.,ok,similar
1760,stationary underridable objects which behave similar to a starting vehicle due to their characteristic of the relative velocity.,ok,similar
1761,"This reference system shall contain an independent sensor and shall be able to measure and track objects similar to those of the radar sensor, e.g.",ok,similar
1762,Pending coordination with the supplier OEMMLER is authorized to inspect the capabilities of the supplier by audits (e.g. VDA-Volume 6.3 audit [VDA BAND 6 TEIL 3]) or procedures similar to audits.,ok,similar
1763,"The test equipment should be designed similar to the degree of protection test against penetrating water (DIN 40 050, section 8.2, fig.4)",ok,similar
1764,Generation of the FMEA via tool IQ-FMEA (similar to up-to-date valid version with the responsible OEM specialised division),ok,similar
1765,- After Sales test: similar to Assembly line test with The exception that any single component may be defective.,ok,similar
1766,Scope: ``Similar to OM651 except maximum temperature for high power heater output usage'',ok,similar
1767,The eeprom will be handled similar to CPC.,ok,similar
1768,For transmitting data packets to SCC and SCO the component shall use the diagnostic write services 0x2E similar to the definition in ISO 14229-1.,ok,similar
1769,Clear assigning HV accumulator/vehicle with identification number similar to engine control module,ok,similar
1770,Communication control triggers a reaction similar to CAN communication lost.,ok,similar
1771,"The non-conductive retention string must utilize a material, design, retention method and mounting location similar to the carry over prodcution design of the Smart EV gas cap to ensure robustness and prevent against the string or wire breaking and the sealing protective cap from being lost by the user.",ok,similar
1772,Option 2: The CCPL socket shall utilize a spring-loaded sealing cover similar to the one shown in Figure 17.,ok,similar
1773,The Charge inlet will feature battery status and charge lock indicator icons similar to those seen in Figure 16.,ok,similar
1774,"Axial play and radial play setting, as well as separating and joining of bearings and seals must be carried out with standard tools, similar to the NAG2 or the CVT",ok,similar
1775,Tow-away protection for the subsequent activation cycle can be deselected similar to ITS deselection.,ok,similar
1776,"This can be documented with multiple measurements of a reference antenna setup similar to the vehicle-independent reference antenna under different weather, ground and vegetation conditions.",ok,similar
1777,2. Visualization of drive show screens which are similar to a slide show within airplane in-flight entertainment and display navigation related information.,ok,similar
1778,Taiwan Type 1 Combo 1 grid infrastructure is similar to US grid; adoption of US standard,ok,similar
1779,Process step: A-sample with the specified object interface and housing similar to final version.,ok,similar
1780,"The identification of emergency braking situations is accomplished by distance measurements and object recognition in a control unit, similar to systems which are known as braking assistant or collision avoidance systems.",ok,similar
1781,"The requirements on environment conditions (bightness etc.) during offline calibration are similar to the requirements, specified for the MPC/SMPC calibration.",ok,similar
1782,"- With different tires, big and small tires, new and old tires",defect,small
1783,"It is feasible to allocate objects not to the ego lane with collision overlap during small curve radii to avoid potentially implausible functional reactions, i.",defect,small
1784,equal greater than small losses,defect,small
1785,Small objects next to big objects,defect,small
1786,"In case that both angles are equal (absolute value), the reference point shall be positioned to the edge with the smaller azimuth angle between the position vector (absolute value) and the system vehicle's longitudinal axis.",ok,small
1787,"This signal state signalizes the moving (incl. oncoming), stopped (comoving or oncoming) or stationary object which fulfills the quality criteria located on the left neighbouring lane with the smallest lateral displacement (Dist_Y) to the estimated ego lane.",ok,small
1788,"Here, especially the division of the smallest replaceable unit (module or individual cell) into categories of different installable remaining life classes shall be taken into account.",ok,small
1789,The percental load is calculated by dividing the actual Iv-current by the smallest available current limit (derating / thermal limit or client current limit).,ok,small
1790,Thermometers with a suitable measurement range must be used and the smallest division of the scale must be no more than 1K.,ok,small
1791,The supplier shall provide the smallest housing possible to support all functions.,ok,small
1792,The component has to consider the classification BICYCLE during the lane allocation of objects because these objects require different lane allocation and overlap criteria due to their small lateral dimension and high lateral dynamic.,defect,small
1793,The component has to consider the classification MOTORBIKE during the lane allocation of objects because these objects require different lane allocation and overlap criteria due to their small lateral dimension and very high lateral dynamic.,defect,small
1794,- The horizontal angle of reflection ?_r shall refer to the center of the eye-box of a small woman.,defect,small
1795,To achieve small package the headphone shall be folding.,defect,small
1796,"This test works with helium gas is injected into the engine, a sensor which can be held near the sensors outside detects small amounts of escaped helium.",defect,small
1797,The development samples / prototypes have internal the status small batch series.,defect,small
1798,The criteria for predicted power shall be applied in a way that the battery is protected even if the loads are small leading to a deep discharge protection for small loads.,defect,small
1799,The distance (in Z and Y axis) must be as small as possible between the free-standing glass edge and the active area.,defect,small
1800,The backup battery is connected by a thick wire to the backup relay and by two small sense wires to the ECU housing the PNM.,defect,small
1801,"This section is not relevant for Sedans, convertibles and station wagons with small rear side windows.",defect,small
1802,The physical size of the modules must be kept as small as possible in order to facilitate packaging in all corresponding model series and car types.,defect,small
1803,Module 3 is a small antenna module.,defect,small
1804,Module 8 in station wagons with small rear side windows contacts the antennas via cables soldered on glassantennas / kapton tape.,defect,small
1805,"Module 9 in sedans, coupes, station wagons with small and big rear side windows contacts the antennas by cables soldered on glass antennas / kapton tape.",defect,small
1806,"In station wagons with small rear side windows, the AM antenna is an integrated antenna in the plastic spoiler.",defect,small
1807,"In convertibles, all components needed for AM reception are integrated in a small amplifier housing.",defect,small
1808,The FM nad DAB antennas are combined FM / DAB-III integrated antennas in the car windows and / or the plastic spoiler in station wagons with small rear side windows.,defect,small
1809,This chapter is only relevant for station wagons with small rear side windows.,defect,small
1810,The driver parks into a really small parking space and wants to have a close look on how much space is left.,defect,small
1811,The driver wants to drive into a car wash or workshop and has to guide the vehicle very exactly on a small ramp.,defect,small
1812,"If both services TV and DAB are requested in station wagons with small rear side windows and in convertibles, the DAB signal is derived from the TV antenna using a splitter.",defect,small
1813,The simpler EMC-filter for the station wagons and the convertibles or sedans with small rear windows are derived removing the second connection to the window.,defect,small
1814,Components with measurement interface have typically additional only a small probe connector.,defect,small
1815,Small deviations of the signal value are only allowed based on lane approximation of stationary or moving objects or based on tolerance deviations of adjustment values for vehicle data.,defect,small
1816,The data has to be stored in several small application specific data segments.,defect,small
1817,Stationary and moving objects having a very small lateral and longitudinal dimension get the classification POINT.,defect,small
1818,"To compensate small yaw rate offsets, the yaw rate used to calculate the lane radius has to be compensated using information from standing objects.",defect,small
1819,An appropriate algorithm has to be chosen to compensate for small offset drifts of VehYaw Rate in a way that does not compromise LaneRadius dynamic performance.,defect,small
1820,The connector at the sample is typically a small probe and shall not interfere with serial component fixations and cables.,defect,small
1821,Guide ribs: The sensor housing must have small guide ribs to ensure that the sensor fits backlash-free into the engine mounting bore.,defect,small
1822,Note: The current implementation separates two NvM blocks for those small parameters.,defect,small
1823,"The contractor has to ensure a component design, which enables the client to use different mounting locations (engine compartment, trunk, under body) with no or small modifications of the component.",defect,small
1824,In case of a CAN communication failure while the contactors are already closed the contactors remain closed until a small battery current is measured.,defect,small
1825,Exceeding the long term current limit by a small amount shall expand the duration of higher current.,defect,small
1826,Electrical loads permanently connected to the LISB battery draw a small quiescient current even when in sleep mode and permanently drain the battery.,defect,small
1827,The computing platform shall be scalable to an entry platform without the need of changes in layout or by exchanging a small PCB for the computing platform.,defect,small
1828,As an option to AAA-batteries the supplier shall propose a concept with smaller batteries.,defect,small
1829,As an option the contractor shall present concepts with smaller batteries and other different power supplies.,defect,small
1830,"If a small approaching object e.g. a motorcycle is driving in front of a larger object e.g. a truck in a relative distance larger than 3 m, both objects have to be detected unambiguously.",ok,small
1831,The curve radius shall be smaller than 100m.,ok,small
1832,The component has to be able to detect small objects (e.g. motorcycles) next to big objects (e.g. trucks) without restrictions to speed of both objects.,ok,small
1833,- The component shall store The values in small time intervalls e.g. a few seconds.,ok,small
1834,"If there should be not enough space in some cars, a solution shall be agreed with OEM (i.e. redesign of measurement interface or small modification of the prototype vehicles).",ok,small
1835,"That may include a second cable, if more than one processor is used within the radar (if still small enough and can be synchronized).",ok,small
1836,The SD Card Slot shall support all kinds of SD / MMC Cards with smaller form factors (e.g. mini SD) via adapter.,ok,small
1837,Ear-cap diameter shall be smaller than 60 millimetres.,ok,small
1838,The mounting force at sensor assembly is smaller than 50 N in a standard plastic material block with the smallest acceptable diameter of the mounting hole acc.,ok,small
1839,LimpHome means the contactors shall open as soon as a small current is reached (calibration value 7 ampere).,ok,small
1840,Small load containers (SLC) should preferably be used (see logistical requirements in the logistics CRS).,ok,small
1841,"- Small enough to be easily transported anywhere (e.g., the size of a briefcase or small suitcase).",ok,small
1842,Overrating of small dips (zero values) in the antenna pattern can be avoided by use of the cumulative distribution function.,ok,small
1843,The function specific requirements for smaller parts of the field of view are described in the following chapters.,ok,small
1844,The left and middle edge point shall be equal if only one side of the object is observable or a sensor object side is smaller than the required accuracy in x- and y-direction.,ok,small
1845,All three edge points shall be equal to the reference point if the extension of the object is smaller than the required accuracy in x- and y-direction.,ok,small
1846,The accuracy of the determined distance to the roadborder shall always be smaller than 0.5m over the whole detection range.,ok,small
1847,The offset x0 shall never be calculated smaller than a specific minimum distance.,ok,small
1848,"It has to be assured that the signalized error (Dist_RoadBorder_Lt) corresponding to the signalized distance is not smaller than the real error, even for driving situations as sharp turns.",ok,small
1849,"Connectors, couplers or plugs must not have sharp edges or any radius smaller than 0.5 millimetres, to avoid damages of cable harness or injuring of assembler.",ok,small
1850,The depth of the component shall be smaller than 20 millimetres.,ok,small
1851,Power input shall be smaller than 11 milliampere.,ok,small
1852,Ear-cap diameter shall be smaller than 60 millimetres.,ok,small
1853,The filter calculation ends when the negative permissible torque is smaller than the `` shaped negative permissible torque '' once again.,ok,small
1854,"If the unlimited torque requests from the operating strategy are smaller than M_Grenz_pos, the limitation requests to level 1 must be reset and the desired electric motor torque of the operating strategy must be used for the CAN output.",ok,small
1855,OR the expiration date of one of the received certificates in Scc_SAProvisioningCertificateChaein is smaller than Scc_EvEVSETimeStamp.,ok,small
1856,"If AC_InstantLineVoltage is smaller than 25 volts, the global variable shall be set to 0.",ok,small
1857,"In case that the CAN-signal PNHV_Energy_Req is missing the contactors are opened as soon as the current is smaller than a predefined limit (for example 5 ampere, calibration value).",ok,small
1858,Lettering of the supplier 's name and supplier identification shall be designed smaller than the OEM-identification.,ok,small
1859,Name of the contractor shall be written smaller than the name of the Client.,ok,small
1860,The symbol `` less than '' in this drawing is assigned to `` shall be smaller than ''.,ok,small
1861,"The y-axis displays the frequent occurrence (in percent) of this level, which means the probability that the received level is equal or smaller than the x-axis value.",ok,small
1862,On the other hand the routine will be stopped if the battery current does not become small enough while zero current control is forced.,ok,small
1863,"If the forces are actually higher, the contractor shall submit to the client, without specific request, a cost calculation with which a decision can be made as whether to use several small plug sockets with a plug force of less than 70 N or a large socket combined with aids for inserting and pulling the plug.",defect,small
1864,The microphone shall be snapped in on a small mounting plate which also acts as the microphone cover with adequate openings.,defect,small
1865,As the HF-MIC is a very small component the label shall be fixed at the cable.,defect,small
1866,Module 1 in station wagons with a small rear side window and a plastic spoiler is mounted on the right side tail gate above the window.,defect,small
1867,Module 7 in station wagons with small rear side windows contacts the antennas via kapton tape (windshield).,defect,small
1868,"If both services TV and DAB are offered in station wagons with small rear side windows and in convertibles, Module 9 is used instead of Module 8.",defect,small
1869,Module 9 in station wagons with small or big rear side windows is mounted on the left side in the tail gate above the rear window.,defect,small
1870,"If both services TV and DAB are requested in station wagons with small rear side windows and in convertibles, the tuner derives the DAB2 signal from the TV antenna using a splitter.",defect,small
1871,"In sedans, station wagons with big rear side windows and station wagons with small rear side windows, all components needed for AM reception are combined with the FM1 / DAB1circuit in module 1.",defect,small
1872,"In station wagons with small and big rear side windows and in convertibles, the heating of the rear window always has only one part.",defect,small
1873,"In case the DTR-sensor after KL87 / 15 `` ON '' and finished system initialization has firstly sufficient accurate measured a target to secure that transmit and receive function is assured and no increased system damping is present, the bit is set to `` 1 '' as soon as possible.",defect,soon
1874,"The supplier must deliver 6 samples + 1 temperature sample of each sub-state except the A-sample as soon as possible to the component responsible, all other prototype parts after qualification and official release through the component responsible.",defect,soon
1875,A complete voltage vector has to be provided as soon as possible during cranking phase.,defect,soon
1876,"Information: If the engine is in the state `` automatic stop '' and the absence of the driver is detected, then a level 1 restart must be requested as soon as possible.",defect,soon
1877,Also the ASIL relevant functions will be added soon.,defect,soon
1878,Precharging-Mode shall be available again as soon as possible within a self-healing process that the battery has to monitor as well.,defect,soon
1879,After the trigger signal PNHV_Energy_Rq equal 1 the precharging procedure shall be started as soon as possible.,defect,soon
1880,Stop signs shall be signalized as soon as possible while maintaining the false positive rates stated in TSA5_Func-39.,defect,soon
1881,Also the ASIL relevant functions will be added soon.,defect,soon
1882,"Charging process shall be stopped, as soon as efficiency is dropping below 50 %.",ok,soon
1883,This data shall change to `` 1 '' as soon as a signal of the above described type is detected on the separate wire.,ok,soon
1884,In case the status of PNHV_GenIntrlk_Rdy is not known (CAN communication errors or signal time out) the supervision is deactivated as soon as the vehicle HVDC Bus voltage is below HvilDeactivationThreshold.,ok,soon
1885,As soon as the component receives a response according to [PLGW-6832] it shall either confirm the successful reception to the TCU by sending a data packet specific `` .Status '' message with the Invalid_Parameter equal `` normal '' or when a negative response is received it shall send a data packet specific `` .Status message '' with the Invalid_Parameter equal `` out of range ''.,ok,soon
1886,"In case of a CAN error the contactors are opened as soon as a small current is measured (for example 7 ampere, application parameter).",ok,soon
1887,In the partial networking status the communication with the KLA is enabled as soon as PNHV_CoolPwr_Rq is greater than 0.,ok,soon
1888,"EngStartDebounced is set, as soon as ISPEngStartComb equal 1 is logical true.",ok,soon
1889,"The change from UpStatUa1 to UpStatUa0 happens, as soon as ISPBatVoltFilt1 greater than PPNMBSBUpLim1.",ok,soon
1890,"As soon as one of the following signals becomes 1, a timer with the value PPNM_BSBFailDebounceTime is started.",ok,soon
1891,"If there is a request of the EMM to unlock the vehicle inlet and AC current is above the AC current threshold, the inlet shall be unlocked as soon as the AC current is below the AC current threshold.",ok,soon
1892,"As soon as the SC has the information that S2 is closed, the SC shall request a cable and insulation check at the EVSE.",ok,soon
1893,"As soon as the DCB enters the state `` Standby '', the DC box opens S2.",ok,soon
1894,"As soon as the DC Box enters the `` Standby '' State, the DC Box has to perform a welded check of its contactors.",ok,soon
1895,"If the state of the Vehicle Inlet LEDs is `` Charging '' AND as soon as the trigger `` battery is fully charged '' occures, the status LED shall be glowing green.",ok,soon
1896,"If the state of the Vehicle Inlet LEDs is `` Charging '' AND as soon as the trigger `` charge pause '' occures, the status LED shall be glowing orange.",ok,soon
1897,"If the state of the Vehicle Inlet LEDs is `` Locking fault '' AND as soon as the trigger `` using service release '' occures, the locking LED shall be switched on.",ok,soon
1898,"If the state of the charge prediction is `` Display charge prediction in the charging page '' AND as soon as the trigger `` IC sleeps '' occures, the UI functions shall turn off the charging page.",ok,soon
1899,"If the state of the charge prediction is `` Charging page off '' AND as soon as the trigger `` vehicle is unlocked '' occures, the UI functions shall display the charging page.",ok,soon
1900,"If the state of the charge prediction is `` Weekly profile with connection, with next departure time '' AND as soon as the trigger `` weekly profile is deleted '' occures, the UI functions shall display HV-SOC equal 100%.",ok,soon
1901,"As soon as the inductive charging starts (WPT_HVDC_Curr greater than 0,5 ampere) and the terminal 15R is active, the EMM sends to the IC the request to display `` Inductive charging is active '' via WPT_ChrgActv_Disp_Rq equal TRUE.",ok,soon
1902,"The display shall disappear as soon as Klemme! equal 15R OR WPT_HVDC_Curr less than 0,5 ampere via WPT_ChrgActv_Disp_Rq equal SNA.",ok,soon
